#,Saved,Author,Tweet text,Category,Usefulness,Target project,Action,Reason,Tweet URL,Outbound links,Candidate resources,Risk notes
211,2024-04-15T19:33:37,@ryanlpeterman,"Ryan Peterman
@ryanlpeterman
·
Apr 15, 2024
Getting good at Leetcode got me offers from every company I interviewed at (Facebook, Google, Affirm, Blend, Riot, and a few others) but one. Here's how:
13
79
648
162K",career,medium,imtisaal-portfolio,add-reference,A structured LeetCode practice account may help technical interview preparation.,https://x.com/ryanlpeterman/status/1779956262106726754,,LeetCode,Interview formats change and algorithm drilling should not replace systems or project work.
215,2024-04-09T12:58:06,@oluremi_x,"Oluremi Martins
@oluremi_x
·
Apr 9, 2024
The absolute madness that Selena is doing with Rare Beauty needs to be studied. $400M ARR with no conglomerate backing is a giant feat even for a Celebrity owned brand.
21
290
1.1K
172K",brand-strategy,medium,lab-zero-website,research-later,Rare Beauty could be a useful independent brand-growth case study.,https://x.com/oluremi_x/status/1777682401352724539,,Rare Beauty,ARR and ownership claims need verification; celebrity economics may not transfer.
220,2024-04-07T23:04:39,@StuartBlitz,"Stuart Blitz
@StuartBlitz
·
Apr 7, 2024
One of the biggest healthcare issues is patients don’t have all their health data in one place. So many siloed systems. 

What if someone built a super app that pulled in all their data? They’d pay a monthly fee. Payors would push to their members.

Is anyone building this?
64
12
109
32K",healthtech,medium,general/cloud-index,research-later,Patient-controlled health-data aggregation is a meaningful product problem.,https://x.com/StuartBlitz/status/1777110265948996025,,personal health-data super app concept,"HIPAA/PIPEDA, consent, interoperability, security, liability, and payer incentives are major barriers."
225,2024-04-01T06:00:50,@TiroshiA,"Amit Tiroshi
@TiroshiA
·
Apr 1, 2024
Replying to 
@RyanCTJ
 
@elizalian
 and 
@DStrachman
amazon.com.au
Be Useful: Seven tools for life
Seven lessons from the international icon on how to live a meaningful, purposeful life, for fans of and Wim Hof The world's greatest bodybuilder. The world's highest paid movie star. The leader of...
133",personal-development,medium,general/cloud-index,add-reference,Named book is a clear optional reading lead.,https://x.com/TiroshiA/status/1774678286892986441,https://t.co/QxJbPIXDez,Be Useful: Seven Tools for Life,Celebrity-authored advice should be assessed critically.
226,2024-03-19T22:30:02,@dunkhippo33,"Elizabeth Yin 💛
@dunkhippo33
·
Mar 19, 2024
Replying to 
@dunkhippo33
8) c) Now let's say you have a business that has variable revenue and whatever profits you are making you are pouring back into the company. You want to keep cash in your business for a rainy day as well. You are drawing minimal salary for yourself. 

Oh no. This is the problem.
1
4
59
46K",founder-finance,medium,LabZeroGrants,add-reference,"Highlights the tension between reinvestment, reserves, and founder salary in variable-revenue businesses.",https://x.com/dunkhippo33/status/1770216186825089105,,,"Thread is incomplete; tax, payroll, and solvency decisions need professional advice."
235,2023-08-16T00:58:41,@HelenGuo_,"Helen Guo
@HelenGuo_
·
Aug 15, 2023
4 months ago, I started a newsletter.

Today, it’s a 6 figure business.

I work 4 hours a week on it.

Here's the playbook:
105
196
3.1K
1.2M",newsletter,medium,lab-zero-website,research-later,Newsletter monetization playbook may inform audience and content strategy.,https://x.com/HelenGuo_/status/1691615427313500503,,,Income and hours claims are unverified and likely omit acquisition costs.
236,2023-07-26T06:47:59,@Altimor,"Flo Crivello
@Altimor
·
Jul 26, 2023
1. I could write a book about this, unfortunately 

First , these businesses are *insanely* expensive both to start and operate. 

The tech alone is mind bogglingly complex, for just today’s table stakes. Huge amount of AI involved for pricing, routing, dispatching etc.
Quote
Eliezer Yudkowsky ⏹️
@ESYudkowsky
·
Jul 25, 2023
I don't understand the equilibrium for why Uber/Lyft, UberEATS/Doordash/Grubhub, and Taskrabbit are able to charge such enormous fees for being such lousy middlemen.  Do their businesses intrinsically burn that much overhead?  Is there a vast barrier to entry?

Yes, I'm aware
13
74
715
411K",marketplaces,medium,general/cloud-index,add-reference,Useful operational explanation of why delivery and gig marketplaces have high fees.,https://x.com/Altimor/status/1684093185965051904,,"Uber
Lyft
Uber Eats
DoorDash
Grubhub
Taskrabbit",2023 economics and competitive conditions may be stale.
239,2023-06-16T16:04:36,@PinstripeBungle,"A-100 gecs
@PinstripeBungle
·
Jun 16, 2023
Replying to 
@PinstripeBungle
the US visa officer is, by virtue of the doctrine of consular nonreviewability, literally an unquestionable black box capable of irreversible decisions they don't need to explain. there are maybe six weeks of formal training and then its just up to vibes after that.
8
405
4.6K
318K",immigration,medium,general/cloud-index,research-later,Raises a consequential legal concept about US visa adjudication.,https://x.com/PinstripeBungle/status/1669737748998115328,,doctrine of consular nonreviewability,Legal claim is simplified and not advice; verify with current primary law or counsel.
240,2023-07-20T22:05:29,@nikillinit,"Nikhil Krishnan
@nikillinit
·
Jul 20, 2023
Here is my writeup of what I'm seeing in healthcare in 2023 

I think you'll read about something that'll pique your interest


https://
outofpocket.health/p/things-im-wa
tching-in-healthcare-2023
…
2
6
24
17K",healthcare,medium,general/cloud-index,add-reference,Sector landscape article may be useful as historical healthcare context.,https://x.com/nikillinit/status/1682149757924306948,https://t.co/oqppMEEs99,https://outofpocket.health/p/things-im-watching-in-healthcare-2023,Predictions and market facts are from 2023 and require current verification.
246,2023-06-19T17:01:19,@HelenGuo_,"Helen Guo
@HelenGuo_
·
Jun 19, 2023
One of the easiest and low-lift ways cash-strapped startup founders can make an extra $5000/month of side income is to sign up for ""Expert Networks.""

I did this for 2+ years, and here's what you should know:
24
31
411
244K",consulting,medium,general/cloud-index,research-later,Expert networks may offer legitimate paid advisory work for qualified specialists.,https://x.com/HelenGuo_/status/1670839187304595461,,expert networks,"Check confidentiality, employer conflicts, securities rules, scam risk, and tax obligations."
247,2023-06-18T12:06:11,@matt_gray_,"MATT GRAY
@matt_gray_
·
Jun 18, 2023
I’ve hired 90+ high performers in the last 3 years.

Here are 8 rare traits I see in every high performer:
87
633
3.8K
1.8M",hiring,medium,LabZeroGrants,add-reference,High-performer trait list may help refine interview and performance rubrics.,https://x.com/matt_gray_/status/1670402526435213314,,,Selection bias and vague traits can create unfair hiring signals.
